date_of_fight,idk_column,player1_name,player1_team,player2_name,player2_team,winner
11/02/16,2 Pd 9:22,Brandon Manning,PHI,Steve Ott,DET,Voted winner: Steve Ott (50%) - Voted rating: 3.58
11/01/16,3 Pd 10:9,Jordan Nolan,LAK,Clayton Stoner,ANA,Voted winner: Clayton Stoner (83.6%) - Voted rating: 3.93
11/01/16,1 Pd 18:24,Kyle Clifford,LAK,Kevin Bieksa,ANA,Voted winner: Kevin Bieksa (36.5%) - Voted rating: 5.59
11/01/16,3 Pd 10:9,Derek Forbort,LAK,Joseph Cramarossa,ANA,Voted winner: Joseph Cramarossa (72.5%) - Voted rating: 3.85
11/01/16,1 Pd 2:33,Kyle Clifford,LAK,Jared Boll,ANA,Voted winner: Jared Boll (57.9%) - Voted rating: 5.36
11/01/16,1 Pd 2:32,Ryan White,ARI,Micheal Haley,SJS,Voted winner: Ryan White (95.7%) - Voted rating: 4.72
11/01/16,3 Pd 1:8,Gabriel Landeskog,COL,Austin Watson,NSH,Voted winner: Gabriel Landeskog (37.2%) - Voted rating: 4.23
11/01/16,2 Pd 14:32,Derek MacKenzie,FLA,Jimmy Hayes,BOS,Voted winner: Derek MacKenzie (88.2%) - Voted rating: 3.55
11/01/16,1 Pd 1:42,Calvin de Haan,NYI,Ryan Callahan,TBL,Voted winner: Ryan Callahan (76.2%) - Voted rating: 2.55
11/01/16,1 Pd 4:32,Matt Puempel,OTT,Phil Di Giuseppe,CAR,Voted winner: Matt Puempel (68.3%) - Voted rating: 4.46
11/01/16,2 Pd 6:25,Travis Hamonic,NYI,Brian Boyle,TBL,Voted winner: Brian Boyle (85.4%) - Voted rating: 2.75
11/01/16,3 Pd 16:40,Shane Harper,FLA,Adam McQuaid,BOS,Voted winner: Adam McQuaid (90.9%) - Voted rating: 4.36
11/01/16,1 Pd 7:9,Nick Foligno,CBJ,Antoine Roussel,DAL,Voted winner: Nick Foligno (82.5%) - Voted rating: 4.43
10/30/16,1 Pd 15:5,Zack Kassian,EDM,Mark Borowiecki,OTT,Voted winner: Zack Kassian (19.1%) - Voted rating: 1.57
10/29/16,2 Pd 0:39,Sergey Kalinin,NJD,Cedric Paquette,TBL,Voted winner: Sergey Kalinin (88.2%) - Voted rating: 4.27
10/28/16,1 Pd 10:2,Erik Gudbranson,VAN,Zack Kassian,EDM,Voted winner: Erik Gudbranson (88.7%) - Voted rating: 5.9
10/28/16,1 Pd 1:50,Josh Manson,ANA,Josh Anderson,CBJ,Voted winner: Draw (50%) - Voted rating: 3.3
10/27/16,1 Pd 1:30,Derek Forbort,LAK,Austin Watson,NSH,Voted winner: Austin Watson (87.8%) - Voted rating: 4.22
10/27/16,2 Pd 2:56,Nathan Beaulieu,MON,Cedric Paquette,TBL,Voted winner: Nathan Beaulieu (90.8%) - Voted rating: 4.22
10/27/16,3 Pd 6:31,Brayden Schenn,PHI,Jakob Chychrun,ARI,Voted winner: Brayden Schenn (61.1%) - Voted rating: 3
10/25/16,1 Pd 9:25,Micheal Haley,SJS,Clayton Stoner,ANA,Voted winner: Micheal Haley (28.1%) - Voted rating: 3.97
10/25/16,1 Pd 2:4,Tim Schaller,BOS,Zac Dalpe,MIN,Voted winner: Tim Schaller (44.9%) - Voted rating: 4.61
10/22/16,1 Pd 5:6,Kyle Clifford,LAK,Derek Dorsett,VAN,Voted winner: Kyle Clifford (16.9%) - Voted rating: 2.55
10/22/16,2 Pd 16:23,Jamie Benn,DAL,Brandon Dubinsky,CBJ,Voted winner: Jamie Benn (67.6%) - Voted rating: 5.19
10/22/16,3 Pd 17:38,Shane Harper,FLA,Patrick Wiercioch,COL,Voted winner: Patrick Wiercioch (55.8%) - Voted rating: 2.16
10/21/16,3 Pd 2:31,Dylan Larkin,DET,Yannick Weber,NSH,Voted winner: Dylan Larkin (97.1%) - Voted rating: 5.24
10/20/16,2 Pd 10:39,Jamie Oleksiak,DAL,Brayden McNabb,LAK,Voted winner: Jamie Oleksiak (88.3%) - Voted rating: 3.42
10/20/16,1 Pd 2:22,Brian Boyle,TBL,Cody McLeod,COL,Voted winner: Cody McLeod (85.2%) - Voted rating: 3.33
10/18/16,2 Pd 11:20,Tom Wilson,WAS,Jarome Iginla,COL,Voted winner: Jarome Iginla (83%) - Voted rating: 3.23
10/18/16,1 Pd 0:30,Vernon Fiddler,NJD,Ryan Kesler,ANA,Voted winner: Ryan Kesler (65.5%) - Voted rating: 3.03
10/17/16,3 Pd 11:27,Justin Abdelkader,DET,Chris Neil,OTT,Voted winner: Chris Neil (56.9%) - Voted rating: 4.58
10/17/16,1 Pd 5:48,Jonathan Ericsson,DET,Dion Phaneuf,OTT,Voted winner: Jonathan Ericsson (75%) - Voted rating: 3.77
10/15/16,2 Pd 17:55,Chris Stewart,MIN,Chris Thorburn,WPG,Voted winner: Chris Stewart (64.9%) - Voted rating: 2.7
10/15/16,3 Pd 12:36,Matt Martin,TOR,Zdeno Chara,BOS,Voted winner: Zdeno Chara (80.1%) - Voted rating: 2.92
10/15/16,1 Pd 2:16,Nazem Kadri,TOR,David Backes,BOS,Voted winner: David Backes (55.8%) - Voted rating: 4.63
10/14/16,2 Pd 5:21,Anthony Bitetto,NSH,Jordin Tootoo,CHI,Voted winner: Jordin Tootoo (70.3%) - Voted rating: 4.7
10/14/16,2 Pd 10:40,James Neal,NSH,Jonathan Toews,CHI,Voted winner: Jonathan Toews (30.3%) - Voted rating: 4.77
10/13/16,1 Pd 8:54,Tom Sestito,PIT,Tom Wilson,WAS,Voted winner: Tom Sestito (81.8%) - Voted rating: 4.55
10/13/16,2 Pd 14:30,Andrej Sustr,TBL,Brendan Smith,DET,Voted winner: Andrej Sustr (59.3%) - Voted rating: 4.11
10/13/16,3 Pd 13:24,Ondrej Palat,TBL,Jonathan Ericsson,DET,Voted winner: Jonathan Ericsson (66.7%) - Voted rating: 3.42
10/12/16,1 Pd 15:20,Milan Lucic,EDM,Deryk Engelland,CAL,Voted winner: Deryk Engelland (36%) - Voted rating: 3.55
10/12/16,1 Pd 13:25,Mark Borowiecki,OTT,Matt Martin,TOR,Voted winner: Matt Martin (83%) - Voted rating: 4.21
04/07/18,2 Pd 5:53,Brad Richardson,ARI,Corey Perry,ANA,Voted winner: Brad Richardson (25.9%) - Voted rating: 2.41
04/02/18,1 Pd 9:49,Dion Phaneuf,LAK,Nikita Zadorov,COL,Voted winner: Dion Phaneuf (57.6%) - Voted rating: 3.69
04/02/18,2 Pd 14:18,MacKenzie Weegar,FLA,Roland McKeown,CAR,Voted winner: MacKenzie Weegar (64.7%) - Voted rating: 3.76
03/31/18,3 Pd 10:50,Tanner Glass,CAL,Milan Lucic,EDM,Voted winner: Milan Lucic (94.1%) - Voted rating: 6.75
03/31/18,3 Pd 5:22,Mark Jankowski,CAL,Drake Caggiula,EDM,Voted winner: Drake Caggiula (22.9%) - Voted rating: 2.11
03/31/18,2 Pd 5:42,Luke Schenn,ARI,Chris Thorburn,STL,Voted winner: Chris Thorburn (94%) - Voted rating: 5.72
03/31/18,1 Pd 1:57,Adam McQuaid,BOS,Micheal Haley,FLA,Voted winner: Adam McQuaid (89.7%) - Voted rating: 7.03
03/31/18,3 Pd 12:38,Noel Acciari,BOS,MacKenzie Weegar,FLA,Voted winner: Noel Acciari (90.5%) - Voted rating: 6.42
03/30/18,1 Pd 20:0,Pavel Buchnevich,NYR,Steven Stamkos,TBL,Voted winner: Steven Stamkos (24.1%) - Voted rating: 2.38
03/29/18,2 Pd 17:49,Miles Wood,NJD,Matt Hunwick,PIT,Voted winner: Matt Hunwick (27.3%) - Voted rating: 4.25
03/29/18,3 Pd 7:16,David Pastrnak,BOS,Dan Girardi,TBL,Voted winner: Dan Girardi (20.4%) - Voted rating: 2.33
03/27/18,2 Pd 17:1,Zack Smith,OTT,Dennis Seidenberg,NYI,Voted winner: Zack Smith (95.1%) - Voted rating: 4.12
03/24/18,1 Pd 3:50,Zach Hyman,TOR,Darren Helm,DET,Voted winner: Zach Hyman (11.8%) - Voted rating: 1.43
03/24/18,2 Pd 9:17,Peter Holland,NYR,Marco Scandella,BUF,Voted winner: Peter Holland (61%) - Voted rating: 1.63
03/24/18,3 Pd 15:2,Brenden Dillon,SJS,Garnet Hathaway,CAL,Voted winner: Brenden Dillon (29.9%) - Voted rating: 7.87
03/24/18,3 Pd 3:15,Evander Kane,SJS,Travis Hamonic,CAL,Voted winner: Evander Kane (26.6%) - Voted rating: 3.35
03/22/18,2 Pd 2:32,Andreas Martinsen,CHI,Derrick Pouliot,VAN,Voted winner: Andreas Martinsen (87.5%) - Voted rating: 2.63
03/21/18,2 Pd 5:37,Jamie Oleksiak,PIT,Michael McCarron,MON,Voted winner: Jamie Oleksiak (22.7%) - Voted rating: 3.84
03/19/18,1 Pd 6:4,Nicolas Deslauriers,MON,Aaron Ekblad,FLA,Voted winner: Nicolas Deslauriers (91.2%) - Voted rating: 4.37
03/19/18,1 Pd 8:7,Michael McCarron,MON,Alex Petrovic,FLA,Voted winner: Michael McCarron (93.5%) - Voted rating: 5.65
03/18/18,3 Pd 7:41,Travis Konecny,PHI,T.J. Oshie,WAS,Voted winner: T.J. Oshie (48.1%) - Voted rating: 5.36
03/17/18,1 Pd 2:11,Chris Thorburn,STL,Cody McLeod,NYR,Voted winner: Chris Thorburn (23.1%) - Voted rating: 4.15
03/17/18,1 Pd 8:10,Micheal Haley,FLA,Jujhar Khaira,EDM,Voted winner: Micheal Haley (57%) - Voted rating: 4.63
03/16/18,1 Pd 13:39,Nick Ritchie,ANA,Luke Witkowski,DET,Voted winner: Draw (50%) - Voted rating: 3.64
03/16/18,2 Pd 19:0,Corey Perry,ANA,Justin Abdelkader,DET,Voted winner: Justin Abdelkader (64.2%) - Voted rating: 4.1
03/16/18,2 Pd 19:18,Ryan Kesler,ANA,Anthony Mantha,DET,Voted winner: Ryan Kesler (51.5%) - Voted rating: 4.02
03/16/18,1 Pd 11:13,Mark Borowiecki,OTT,Greg Pateryn,DAL,Voted winner: Mark Borowiecki (97.9%) - Voted rating: 5.44
03/16/18,2 Pd 6:8,Tom Wilson,WAS,Ross Johnston,NYI,Voted winner: Ross Johnston (76.7%) - Voted rating: 2.64
03/15/18,1 Pd 17:56,Michael Matheson,FLA,David Backes,BOS,Voted winner: Michael Matheson (69%) - Voted rating: 3.41
03/15/18,1 Pd 13:33,Nathan Beaulieu,BUF,Matt Martin,TOR,Voted winner: Nathan Beaulieu (69.6%) - Voted rating: 7.18
03/13/18,1 Pd 4:32,Travis Hamonic,CAL,Darnell Nurse,EDM,Voted winner: Darnell Nurse (32.7%) - Voted rating: 3.44
03/13/18,1 Pd 4:3,Adam Erne,TBL,Max McCormick,OTT,Voted winner: Max McCormick (94.4%) - Voted rating: 3.42
03/13/18,2 Pd 18:8,Karl Alzner,MON,Brett Ritchie,DAL,Voted winner: Brett Ritchie (97.3%) - Voted rating: 4.03
03/13/18,3 Pd 7:40,Nicolas Deslauriers,MON,Jason Dickinson,DAL,Voted winner: Nicolas Deslauriers (90.9%) - Voted rating: 4.68
03/11/18,2 Pd 6:56,Garnet Hathaway,CAL,Ross Johnston,NYI,Voted winner: Ross Johnston (78.6%) - Voted rating: 4.2
03/10/18,1 Pd 4:18,Micheal Haley,FLA,Cody McLeod,NYR,Voted winner: Micheal Haley (70.3%) - Voted rating: 4.02
03/10/18,1 Pd 17:18,Nathan MacKinnon,COL,Jordan Martinook,ARI,Voted winner: Nathan MacKinnon (59.2%) - Voted rating: 3.14
03/10/18,3 Pd 2:51,Cedric Paquette,TBL,Jordie Benn,MON,Voted winner: Cedric Paquette (57.1%) - Voted rating: 2.57
03/10/18,1 Pd 5:41,Sean Kuraly,BOS,John Hayden,CHI,Voted winner: John Hayden (25%) - Voted rating: 2.33
03/08/18,1 Pd 18:6,Jujhar Khaira,EDM,Cal Clutterbuck,NYI,Voted winner: Jujhar Khaira (95.7%) - Voted rating: 5.54
03/08/18,2 Pd 18:43,Ryan Johansen,NSH,Ryan Kesler,ANA,Voted winner: Ryan Kesler (82.8%) - Voted rating: 3.39
03/06/18,1 Pd 5:7,Braydon Coburn,TBL,Micheal Haley,FLA,Voted winner: Micheal Haley (43.5%) - Voted rating: 2.52
03/06/18,1 Pd 2:15,Cody McLeod,NYR,Matt Hendricks,WPG,Voted winner: Cody McLeod (71.2%) - Voted rating: 5.47
03/06/18,2 Pd 4:45,David Backes,BOS,Jonathan Ericsson,DET,Voted winner: Jonathan Ericsson (54.9%) - Voted rating: 3.48
03/05/18,2 Pd 1:39,Rasmus Ristolainen,BUF,Nazem Kadri,TOR,Voted winner: Rasmus Ristolainen (36.9%) - Voted rating: 2.74
03/04/18,2 Pd 6:41,Nick Seeler,MIN,Luke Witkowski,DET,Voted winner: Luke Witkowski (35.2%) - Voted rating: 8.35
03/04/18,2 Pd 0:8,Ryan Kesler,ANA,Jonathan Toews,CHI,Voted winner: Ryan Kesler (66%) - Voted rating: 5.13
03/04/18,1 Pd 7:59,Jared McCann,FLA,Radko Gudas,PHI,Voted winner: Radko Gudas (51%) - Voted rating: 1.94
03/03/18,1 Pd 0:11,Antoine Roussel,DAL,Chris Thorburn,STL,Voted winner: Chris Thorburn (47.6%) - Voted rating: 4.24
03/02/18,2 Pd 19:40,Travis Hamonic,CAL,Chris Kreider,NYR,Voted winner: Travis Hamonic (16.4%) - Voted rating: 1.82
03/02/18,3 Pd 19:38,Colton Sceviour,FLA,Nathan Beaulieu,BUF,Voted winner: Nathan Beaulieu (28.1%) - Voted rating: 1.88
03/02/18,1 Pd 16:37,Micheal Haley,FLA,Jordan Nolan,BUF,Voted winner: Micheal Haley (47.1%) - Voted rating: 2.74
03/01/18,1 Pd 1:54,Micheal Haley,FLA,Patrick Maroon,NJD,Voted winner: Micheal Haley (46.7%) - Voted rating: 4.08
03/01/18,2 Pd 10:50,Zdeno Chara,BOS,Jamie Oleksiak,PIT,Voted winner: Zdeno Chara (58.5%) - Voted rating: 5.35
02/28/18,1 Pd 14:9,Duncan Siemens,COL,Tanner Glass,CAL,Voted winner: Tanner Glass (69.1%) - Voted rating: 5.11
02/27/18,1 Pd 2:57,Tom Wilson,WAS,Mark Borowiecki,OTT,Voted winner: Tom Wilson (96.9%) - Voted rating: 5.18
02/24/18,1 Pd 14:45,Karl Alzner,MON,Steven Stamkos,TBL,Voted winner: Karl Alzner (25%) - Voted rating: 1.52
02/24/18,3 Pd 14:7,Nick Bjugstad,FLA,Jamie Oleksiak,PIT,Voted winner: Jamie Oleksiak (98%) - Voted rating: 4.54
02/22/18,1 Pd 12:50,Zac Rinaldo,ARI,Micheal Ferland,CAL,Voted winner: Micheal Ferland (75.4%) - Voted rating: 3.63
02/22/18,1 Pd 10:44,Derek MacKenzie,FLA,Brooks Orpik,WAS,Voted winner: Derek MacKenzie (44.7%) - Voted rating: 3.02
02/21/18,3 Pd 10:50,Alex Tuch,VGK,Travis Hamonic,CAL,Voted winner: Travis Hamonic (28.6%) - Voted rating: 4.92
02/21/18,3 Pd 20:0,Corey Perry,ANA,Jamie Benn,DAL,Voted winner: Jamie Benn (75%) - Voted rating: 3.25
02/20/18,2 Pd 8:37,Brandon Manning,PHI,Nicolas Deslauriers,MON,Voted winner: Nicolas Deslauriers (95.4%) - Voted rating: 4.75
02/19/18,2 Pd 1:12,Garnet Hathaway,CAL,Adam McQuaid,BOS,Voted winner: Adam McQuaid (88.5%) - Voted rating: 3.2
02/18/18,1 Pd 0:15,Pavel Buchnevich,NYR,Shayne Gostisbehere,PHI,Voted winner: Pavel Buchnevich (31.9%) - Voted rating: 2.26
02/18/18,1 Pd 11:23,Tony DeAngelo,NYR,Wayne Simmonds,PHI,Voted winner: Wayne Simmonds (84.7%) - Voted rating: 3.75
02/18/18,1 Pd 12:14,Cody McLeod,NYR,Dale Weise,PHI,Voted winner: Cody McLeod (93.1%) - Voted rating: 5.22
02/17/18,2 Pd 5:1,Darren Archibald,VAN,Brandon Carlo,BOS,Voted winner: Brandon Carlo (38.8%) - Voted rating: 2.55
02/17/18,3 Pd 17:52,Garnet Hathaway,CAL,Micheal Haley,FLA,Voted winner: Micheal Haley (88.6%) - Voted rating: 4.34
02/17/18,1 Pd 2:13,Ryan Lomberg,CAL,Micheal Haley,FLA,Voted winner: Micheal Haley (16.3%) - Voted rating: 1.47
02/17/18,3 Pd 7:44,Travis Hamonic,CAL,Colton Sceviour,FLA,Voted winner: Travis Hamonic (98%) - Voted rating: 4.45
02/17/18,3 Pd 8:36,Connor Murphy,CHI,Devante Smith-Pelly,WAS,Voted winner: Devante Smith-Pelly (43.8%) - Voted rating: 1.44
02/17/18,1 Pd 8:53,Nate Prosser,MIN,J.T. Brown,ANA,Voted winner: J.T. Brown (43.2%) - Voted rating: 4.14
02/16/18,3 Pd 20:0,Marc Methot,DAL,Brayden Schenn,STL,Voted winner: Brayden Schenn (34.2%) - Voted rating: 3.5
02/16/18,2 Pd 19:56,Dustin Byfuglien,WPG,A.J. Greer,COL,Voted winner: Dustin Byfuglien (66.7%) - Voted rating: 3.49
02/15/18,3 Pd 13:2,Colin Miller,VGK,Jujhar Khaira,EDM,Voted winner: Jujhar Khaira (85.2%) - Voted rating: 5.24
02/13/18,3 Pd 19:36,Ian Cole,PIT,Max McCormick,OTT,Voted winner: Ian Cole (44.8%) - Voted rating: 5.29
02/11/18,2 Pd 15:11,J.T. Brown,ANA,Barclay Goodrow,SJS,Voted winner: Barclay Goodrow (31.1%) - Voted rating: 3.82
02/11/18,2 Pd 17:33,Ross Johnston,NYI,Ryan Lomberg,CAL,Voted winner: Ross Johnston (95%) - Voted rating: 6.31
02/11/18,2 Pd 13:21,Matt Hendricks,WPG,Cody McLeod,NYR,Voted winner: Matt Hendricks (47.9%) - Voted rating: 5.1
02/10/18,1 Pd 2:47,Marcus Foligno,MIN,Lance Bouma,CHI,Voted winner: Marcus Foligno (89.5%) - Voted rating: 4.54
02/09/18,1 Pd 6:51,Kevin Bieksa,ANA,Patrick Maroon,EDM,Voted winner: Patrick Maroon (33%) - Voted rating: 4.25
02/09/18,1 Pd 2:39,Micheal Haley,FLA,Andy Andreoff,LAK,Voted winner: Micheal Haley (97.1%) - Voted rating: 5.54
02/09/18,2 Pd 12:55,Ian McCoshen,FLA,Kyle Clifford,LAK,Voted winner: Kyle Clifford (88.7%) - Voted rating: 4.17
02/09/18,3 Pd 4:23,Klas Dahlbeck,CAR,Darren Archibald,VAN,Voted winner: Darren Archibald (34.1%) - Voted rating: 3.34
02/09/18,2 Pd 18:39,Johnny Boychuk,NYI,Justin Abdelkader,DET,Voted winner: Johnny Boychuk (64.8%) - Voted rating: 4.57
02/08/18,1 Pd 0:3,Brayden Schenn,STL,Gabriel Landeskog,COL,Voted winner: Gabriel Landeskog (44.4%) - Voted rating: 5.93
02/08/18,1 Pd 7:26,Dion Phaneuf,OTT,Scott Hartnell,NSH,Voted winner: Dion Phaneuf (95.8%) - Voted rating: 3.5
02/07/18,1 Pd 16:6,Christian Folin,LAK,Jujhar Khaira,EDM,Voted winner: Jujhar Khaira (93.8%) - Voted rating: 5.3
02/07/18,1 Pd 2:42,Cody McLeod,NYR,Adam McQuaid,BOS,Voted winner: Adam McQuaid (59.8%) - Voted rating: 3.91
02/07/18,3 Pd 15:22,Cody McLeod,NYR,Adam McQuaid,BOS,Voted winner: Adam McQuaid (87.6%) - Voted rating: 4.41
02/06/18,2 Pd 3:18,Max McCormick,OTT,Ben Lovejoy,NJD,Voted winner: Max McCormick (93.6%) - Voted rating: 4.38
02/06/18,1 Pd 12:23,Josh Anderson,CBJ,Tom Wilson,WAS,Voted winner: Tom Wilson (69%) - Voted rating: 4.25
02/04/18,2 Pd 7:32,Brock McGinn,CAR,Brenden Dillon,SJS,Voted winner: Brenden Dillon (52.2%) - Voted rating: 5.34
02/03/18,3 Pd 6:48,Tanner Pearson,LAK,Max Domi,ARI,Voted winner: Max Domi (51.1%) - Voted rating: 3.24
02/03/18,2 Pd 9:12,Ryan Johansen,NSH,Brady Skjei,NYR,Voted winner: Ryan Johansen (70.9%) - Voted rating: 3.49
02/03/18,1 Pd 13:26,Stefan Noesen,NJD,Ian Cole,PIT,Voted winner: Ian Cole (51.2%) - Voted rating: 2.56
02/03/18,3 Pd 13:40,Maxim Mamin,FLA,Tyler Bertuzzi,DET,Voted winner: Maxim Mamin (47.8%) - Voted rating: 5.23
02/02/18,2 Pd 19:27,Mathew Dumba,MIN,Ryan Carpenter,VGK,Voted winner: Ryan Carpenter (26.9%) - Voted rating: 2.71
02/01/18,1 Pd 9:39,Matthew Tkachuk,CAL,Jake Dotchin,TBL,Voted winner: Jake Dotchin (31.5%) - Voted rating: 3.83
02/01/18,3 Pd 1:3,Garnet Hathaway,CAL,Yanni Gourde,TBL,Voted winner: Garnet Hathaway (93.9%) - Voted rating: 3.39
02/01/18,1 Pd 12:47,Damon Severson,NJD,Brandon Manning,PHI,Voted winner: Brandon Manning (20.7%) - Voted rating: 1.97
02/01/18,1 Pd 14:48,Travis Zajac,NJD,Radko Gudas,PHI,Voted winner: Travis Zajac (95.2%) - Voted rating: 5.83
02/01/18,3 Pd 19:25,Jake McCabe,BUF,Alex Petrovic,FLA,Voted winner: Alex Petrovic (57.5%) - Voted rating: 2.38
01/31/18,3 Pd 10:2,Alex Chiasson,WAS,Brandon Manning,PHI,Voted winner: Brandon Manning (55.8%) - Voted rating: 3.4
01/30/18,2 Pd 5:9,Austin Watson,NSH,Tommy Wingels,CHI,Voted winner: Austin Watson (88.7%) - Voted rating: 4.4
01/25/18,3 Pd 1:53,Zack Kassian,EDM,Ryan Lomberg,CAL,Voted winner: Ryan Lomberg (57.7%) - Voted rating: 3.2
01/25/18,2 Pd 4:19,Antoine Roussel,DAL,Connor Carrick,TOR,Voted winner: Antoine Roussel (53.5%) - Voted rating: 3.6
01/25/18,1 Pd 10:55,Jacob De La Rose,MON,Phil Di Giuseppe,CAR,Voted winner: Phil Di Giuseppe (70%) - Voted rating: 2.9
01/25/18,3 Pd 4:33,Alex Petrovic,FLA,Tom Wilson,WAS,Voted winner: Tom Wilson (70.5%) - Voted rating: 3.8
01/23/18,3 Pd 18:1,Stephen Johns,DAL,Jamie McGinn,FLA,Voted winner: Stephen Johns (98.9%) - Voted rating: 6.26
01/23/18,1 Pd 3:48,Antoine Roussel,DAL,Keith Yandle,FLA,Voted winner: Antoine Roussel (97.6%) - Voted rating: 4.29
01/23/18,1 Pd 5:49,Radek Faksa,DAL,Micheal Haley,FLA,Voted winner: Micheal Haley (91.9%) - Voted rating: 3.95
01/23/18,1 Pd 14:25,Radek Faksa,DAL,Derek MacKenzie,FLA,Voted winner: Radek Faksa (42.9%) - Voted rating: 4.1
01/23/18,1 Pd 14:25,Dillon Heatherington,DAL,Alex Petrovic,FLA,Voted winner: Alex Petrovic (18.6%) - Voted rating: 2.93
01/23/18,3 Pd 17:38,Brett Ritchie,DAL,Connor Brickley,FLA,Voted winner: Brett Ritchie (92.9%) - Voted rating: 6.12
01/22/18,1 Pd 3:11,Curtis Lazar,CAL,Nathan Beaulieu,BUF,Voted winner: Curtis Lazar (80%) - Voted rating: 3.09
01/21/18,1 Pd 20:0,Adrian Kempe,LAK,Brendan Smith,NYR,Voted winner: Brendan Smith (54.1%) - Voted rating: 3.75
01/20/18,3 Pd 10:38,Ryan Hartman,CHI,Ross Johnston,NYI,Voted winner: Ross Johnston (96%) - Voted rating: 5.08
01/20/18,3 Pd 10:54,Kyle Brodziak,STL,Zac Rinaldo,ARI,Voted winner: Kyle Brodziak (27.7%) - Voted rating: 1.68
01/20/18,1 Pd 1:34,Scott Hartnell,NSH,Alex Petrovic,FLA,Voted winner: Alex Petrovic (57.7%) - Voted rating: 2.27
01/20/18,1 Pd 19:6,Austin Watson,NSH,Micheal Haley,FLA,Voted winner: Austin Watson (19.6%) - Voted rating: 2.89
01/20/18,1 Pd 16:28,Michael Raffl,PHI,John Moore,NJD,Voted winner: John Moore (39.1%) - Voted rating: 3.28
01/20/18,2 Pd 12:40,Jordan Nolan,BUF,Dillon Heatherington,DAL,Voted winner: Jordan Nolan (96.4%) - Voted rating: 4.93
01/19/18,3 Pd 2:2,Tom Wilson,WAS,Nicolas Deslauriers,MON,Voted winner: Nicolas Deslauriers (58%) - Voted rating: 5.27
01/18/18,2 Pd 5:43,Mark Borowiecki,OTT,Chris Thorburn,STL,Voted winner: Chris Thorburn (43.1%) - Voted rating: 2.37
01/18/18,2 Pd 8:33,Brian Boyle,NJD,Tom Wilson,WAS,Voted winner: Tom Wilson (82.4%) - Voted rating: 3.34
01/16/18,2 Pd 13:3,Luke Witkowski,DET,Stephen Johns,DAL,Voted winner: Luke Witkowski (39.1%) - Voted rating: 4.07
01/16/18,1 Pd 2:21,Matt Martin,TOR,Chris Thorburn,STL,Voted winner: Chris Thorburn (22.7%) - Voted rating: 2.59
01/16/18,1 Pd 20:0,Brock Nelson,NYI,Andy Greene,NJD,Voted winner: Brock Nelson (70.5%) - Voted rating: 2.93
01/14/18,2 Pd 10:3,Jamie Oleksiak,PIT,Brendan Smith,NYR,Voted winner: Jamie Oleksiak (90.4%) - Voted rating: 4.66
01/14/18,3 Pd 0:45,Justin Williams,CAR,Mark Giordano,CAL,Voted winner: Mark Giordano (84.9%) - Voted rating: 2.89
01/13/18,1 Pd 2:33,Kyle Clifford,LAK,Nick Ritchie,ANA,Voted winner: Nick Ritchie (84.6%) - Voted rating: 5.05
01/13/18,1 Pd 2:29,Kurtis MacDermid,LAK,Jared Boll,ANA,Voted winner: Kurtis MacDermid (81.3%) - Voted rating: 4.28
01/13/18,1 Pd 2:31,Andy Andreoff,LAK,Kevin Bieksa,ANA,Voted winner: Kevin Bieksa (55.8%) - Voted rating: 6.11
01/13/18,2 Pd 13:39,Brayden McNabb,VGK,Zack Kassian,EDM,Voted winner: Zack Kassian (84.6%) - Voted rating: 3.72
01/11/18,1 Pd 0:38,Alex Killorn,TBL,Troy Brouwer,CAL,Voted winner: Troy Brouwer (97%) - Voted rating: 5.49
01/09/18,1 Pd 12:27,Joel Edmundson,STL,Jamie McGinn,FLA,Voted winner: Joel Edmundson (97.2%) - Voted rating: 5.47
01/09/18,3 Pd 2:17,Devante Smith-Pelly,WAS,Ben Hutton,VAN,Voted winner: Devante Smith-Pelly (48.6%) - Voted rating: 4.45
01/07/18,1 Pd 16:35,Dylan Larkin,DET,Brayden Point,TBL,Voted winner: Dylan Larkin (67.5%) - Voted rating: 5.84
01/07/18,1 Pd 18:23,Tomas Tatar,DET,Yanni Gourde,TBL,Voted winner: Yanni Gourde (92.8%) - Voted rating: 4.75
01/07/18,1 Pd 2:22,Matt Hendricks,WPG,Brenden Dillon,SJS,Voted winner: Brenden Dillon (71.4%) - Voted rating: 6.14
01/06/18,2 Pd 19:0,Garnet Hathaway,CAL,Derek Grant,ANA,Voted winner: Garnet Hathaway (44.2%) - Voted rating: 4.29
01/06/18,2 Pd 19:0,Sam Bennett,CAL,Josh Manson,ANA,Voted winner: Sam Bennett (67.3%) - Voted rating: 6.64
01/05/18,2 Pd 6:25,John Hayden,CHI,Luca Sbisa,VGK,Voted winner: Luca Sbisa (80.6%) - Voted rating: 4.42
01/04/18,1 Pd 0:2,Nazem Kadri,TOR,Joe Thornton,SJS,Voted winner: Joe Thornton (75.7%) - Voted rating: 3.32
01/04/18,3 Pd 19:10,Scott Laughton,PHI,Jordan Eberle,NYI,Voted winner: Scott Laughton (66%) - Voted rating: 3.08
01/04/18,1 Pd 11:4,Travis Konecny,PHI,Shane Prince,NYI,Voted winner: Travis Konecny (72.2%) - Voted rating: 3.81
01/04/18,3 Pd 14:50,Sean Couturier,PHI,Josh Bailey,NYI,Voted winner: Sean Couturier (84.6%) - Voted rating: 4.44
